drug_name,drug_class,indications,side_effects,side_effect_severity,approval_status
Viraprofen22,Antihistamine,Prevent infectious disease,"Fatigue,Insomnia,Rash",moderate,Rejected
Daxomab31,Analgesic,Bacterial infections,Fatigue,mild,Approved
Seromab51,Antihistamine,Inflammation reduction,Dizziness,moderate,Approved
Amoxcillin99,Analgesic,Fungal infections,Fatigue,mild,Pending
Mecomab93,Antihistamine,Fever reduction,"Constipation,Rash,Dizziness",severe,Approved
Amoxdipine37,Antipyretic,Fungal infections,Dry mouth,severe,Rejected
Amoxmab35,Antihistamine,Viral infections,Constipation,moderate,Pending
Serostatin90,Antidepressant,Prevent infectious disease,"Dry mouth,Fatigue",severe,Rejected
Mecozole13,Analgesic,Bacterial infections,Nausea,severe,Approved
Fenocillin12,Antihistamine,Inflammation reduction,"Dry mouth,Headache",mild,Rejected
Fenodipine50,Antifungal,Bacterial infections,"Fatigue,Diarrhea,Nausea",moderate,Pending
Rivavir24,Antihistamine,Psychosis control,"Rash,Headache",severe,Pending
Mecodipine85,Antipyretic,Prevent infectious disease,Diarrhea,severe,Pending
Rivastatin65,Antihistamine,Psychosis control,"Dizziness,Dry mouth,Insomnia",mild,Approved
Amoxvir48,Antibiotic,Pain relief,"Nausea,Dizziness",moderate,Rejected
Serodipine79,Antihistamine,Pain relief,"Constipation,Diarrhea",moderate,Approved
Amoxzepam42,Antihistamine,Fungal infections,"Rash,Diarrhea,Nausea",moderate,Approved
Amoxvir11,Analgesic,Prevent infectious disease,"Dry mouth,Constipation,Headache",moderate,Pending
Fenomab44,Antidepressant,Pain relief,"Insomnia,Constipation,Blurred vision",moderate,Approved
Loxoparin11,Antiviral,Inflammation reduction,Insomnia,moderate,Pending
Cefvir19,Analgesic,Allergy relief,Diarrhea,severe,Pending
Serocillin77,Anti-inflammatory,Allergy relief,"Headache,Constipation",moderate,Rejected
Virazepam43,Antibiotic,Pain relief,"Dry mouth,Blurred vision",moderate,Rejected
Fenozole72,Antibiotic,Viral infections,"Constipation,Diarrhea",severe,Rejected
Fenozepam66,Antibiotic,Psychosis control,"Rash,Headache",moderate,Rejected
Loxozepam65,Antipsychotic,Depression treatment,"Rash,Dizziness",mild,Approved
Fenoparin68,Antifungal,Viral infections,Blurred vision,mild,Approved
Mecoparin51,Antipsychotic,Inflammation reduction,Insomnia,moderate,Approved
Virazepam54,Anti-inflammatory,Pain relief,"Insomnia,Rash,Headache",moderate,Approved
Mecocillin38,Antibiotic,Depression treatment,"Rash,Constipation",mild,Rejected
Serovir13,Antifungal,Fungal infections,"Rash,Dizziness",severe,Pending
Rivazole17,Analgesic,Inflammation reduction,"Diarrhea,Constipation,Blurred vision",severe,Rejected
Mecocillin73,Vaccine,Allergy relief,"Headache,Constipation",severe,Pending
Rivaprofen57,Antiviral,Inflammation reduction,Nausea,mild,Approved
Mecozole26,Antipsychotic,Inflammation reduction,"Nausea,Diarrhea,Fatigue",mild,Pending
Mecozole64,Antiviral,Depression treatment,"Nausea,Diarrhea",severe,Pending
Rivastatin25,Anti-inflammatory,Fungal infections,"Fatigue,Insomnia,Dry mouth",severe,Approved
Amoxvir17,Antipsychotic,Viral infections,"Rash,Dizziness",severe,Pending
Zyloxetine60,Vaccine,Viral infections,"Nausea,Diarrhea",severe,Approved
Amoxzole79,Antipyretic,Fever reduction,Blurred vision,moderate,Rejected
Seroprofen54,Analgesic,Prevent infectious disease,"Dry mouth,Diarrhea,Constipation",severe,Rejected
Viradipine27,Antidepressant,Inflammation reduction,Diarrhea,mild,Approved
Amoxvir90,Antipsychotic,Allergy relief,"Insomnia,Headache",moderate,Rejected
Serocillin20,Antidepressant,Viral infections,Dry mouth,mild,Pending
Zylomab78,Antihistamine,Bacterial infections,"Dizziness,Blurred vision,Fatigue",mild,Rejected
Rivadipine80,Antidepressant,Fungal infections,"Rash,Diarrhea,Fatigue",moderate,Rejected
Mecomab56,Antidepressant,Prevent infectious disease,"Headache,Rash,Constipation",severe,Pending
Loxodipine79,Antibiotic,Prevent infectious disease,"Dizziness,Dry mouth",severe,Rejected
Zylostatin96,Antipyretic,Fungal infections,Headache,moderate,Pending
Loxoparin38,Antifungal,Depression treatment,Headache,severe,Pending
Viraparin42,Antipyretic,Bacterial infections,Dizziness,mild,Pending
Mecoxetine84,Antidepressant,Psychosis control,"Dry mouth,Diarrhea",severe,Pending
Zylozepam93,Anti-inflammatory,Psychosis control,"Headache,Nausea,Rash",severe,Pending
Daxozole90,Antifungal,Inflammation reduction,"Insomnia,Dizziness",severe,Rejected
Mecomab93,Antiviral,Inflammation reduction,"Fatigue,Rash",moderate,Rejected
Zylozole90,Anti-inflammatory,Fungal infections,"Fatigue,Rash,Dizziness",moderate,Rejected
Cefmab30,Antipyretic,Psychosis control,Dizziness,severe,Approved
Fenozepam87,Antihistamine,Pain relief,Insomnia,mild,Rejected
Serocillin53,Antibiotic,Prevent infectious disease,"Insomnia,Rash,Constipation",mild,Pending
Daxodipine57,Antipsychotic,Bacterial infections,"Diarrhea,Fatigue",severe,Pending
Virastatin66,Antidepressant,Inflammation reduction,"Diarrhea,Dizziness,Nausea",moderate,Approved
Mecostatin24,Antibiotic,Viral infections,"Diarrhea,Constipation",severe,Rejected
Daxozole69,Antipyretic,Fever reduction,"Rash,Constipation",severe,Approved
Fenodipine58,Antibiotic,Fungal infections,Insomnia,moderate,Approved
Daxozole63,Analgesic,Viral infections,"Blurred vision,Dizziness,Diarrhea",moderate,Pending
Loxomab60,Analgesic,Inflammation reduction,"Insomnia,Nausea",mild,Rejected
Amoxvir42,Antihistamine,Pain relief,"Blurred vision,Dizziness,Rash",moderate,Pending
Mecostatin52,Antifungal,Allergy relief,"Dry mouth,Blurred vision",mild,Approved
Cefprofen77,Anti-inflammatory,Allergy relief,"Diarrhea,Constipation,Rash",moderate,Rejected
Fenozole21,Antipyretic,Pain relief,"Blurred vision,Constipation,Insomnia",mild,Rejected
Virastatin87,Antipyretic,Depression treatment,Diarrhea,severe,Approved
Viradipine12,Anti-inflammatory,Pain relief,"Constipation,Nausea",mild,Approved
Loxozole27,Analgesic,Prevent infectious disease,"Fatigue,Dizziness",moderate,Pending
Viradipine98,Antidepressant,Pain relief,"Dizziness,Diarrhea",mild,Pending
Mecoprofen38,Antiviral,Inflammation reduction,Rash,severe,Rejected
Loxozole67,Vaccine,Fever reduction,Dizziness,severe,Pending
Mecostatin80,Antihistamine,Bacterial infections,"Diarrhea,Headache,Nausea",mild,Approved
Loxodipine37,Antihistamine,Fever reduction,"Headache,Fatigue,Rash",severe,Rejected
Loxoxetine28,Anti-inflammatory,Bacterial infections,"Blurred vision,Fatigue,Diarrhea",mild,Pending
Daxozole19,Antipsychotic,Viral infections,"Dry mouth,Fatigue",moderate,Rejected
Cefstatin99,Vaccine,Bacterial infections,"Headache,Rash",moderate,Rejected
Zylodipine70,Antihistamine,Depression treatment,Headache,mild,Rejected
Amoxzole72,Anti-inflammatory,Depression treatment,Fatigue,mild,Rejected
Zylodipine64,Vaccine,Prevent infectious disease,"Fatigue,Dry mouth",severe,Rejected
Rivadipine84,Antipsychotic,Depression treatment,"Headache,Dizziness,Blurred vision",moderate,Approved
Serozole18,Antifungal,Inflammation reduction,Dry mouth,mild,Approved
Cefmab82,Antipsychotic,Prevent infectious disease,"Headache,Dry mouth,Constipation",severe,Pending
Viraxetine30,Antiviral,Fever reduction,"Nausea,Constipation",severe,Approved
Fenovir93,Antihistamine,Bacterial infections,"Dry mouth,Constipation",moderate,Approved
Cefstatin26,Antipyretic,Psychosis control,Rash,moderate,Pending
Cefzepam33,Anti-inflammatory,Allergy relief,"Fatigue,Diarrhea",mild,Approved
Zylostatin37,Anti-inflammatory,Viral infections,Dry mouth,moderate,Approved
Amoxparin20,Antifungal,Pain relief,"Rash,Nausea",severe,Pending
Viraprofen98,Antipsychotic,Viral infections,"Insomnia,Nausea,Headache",severe,Pending
Fenomab34,Antihistamine,Fever reduction,"Nausea,Fatigue,Constipation",severe,Rejected
Mecozepam22,Antidepressant,Psychosis control,"Nausea,Headache",moderate,Rejected
Mecoprofen12,Antipyretic,Bacterial infections,"Dry mouth,Headache,Dizziness",severe,Pending
Rivastatin94,Antipyretic,Depression treatment,"Dry mouth,Diarrhea",mild,Rejected
Zyloprofen91,Analgesic,Pain relief,"Fatigue,Diarrhea",severe,Pending
Seroprofen32,Antibiotic,Bacterial infections,Insomnia,mild,Rejected
Virazepam82,Antipyretic,Inflammation reduction,"Blurred vision,Fatigue",mild,Pending
Cefzepam39,Antihistamine,Fungal infections,Constipation,moderate,Approved
Viramab47,Antipsychotic,Allergy relief,"Rash,Fatigue",severe,Rejected
Serodipine14,Antiviral,Fungal infections,"Blurred vision,Fatigue",mild,Pending
Daxodipine39,Antiviral,Fungal infections,"Nausea,Dizziness",moderate,Approved
Zylocillin37,Antidepressant,Psychosis control,Dry mouth,severe,Pending
Mecovir27,Analgesic,Depression treatment,Blurred vision,moderate,Pending
Loxoxetine82,Anti-inflammatory,Psychosis control,"Headache,Insomnia,Dizziness",moderate,Rejected
Daxozole55,Anti-inflammatory,Fever reduction,"Fatigue,Dizziness",mild,Rejected
Daxoparin16,Antidepressant,Inflammation reduction,"Nausea,Diarrhea,Insomnia",severe,Rejected
Fenostatin75,Vaccine,Viral infections,Dizziness,moderate,Pending
Rivastatin63,Vaccine,Pain relief,Fatigue,mild,Pending
Daxozole29,Anti-inflammatory,Inflammation reduction,"Constipation,Rash",moderate,Rejected
Rivacillin79,Vaccine,Fever reduction,"Dry mouth,Headache",mild,Approved
Serozole10,Antifungal,Inflammation reduction,"Insomnia,Constipation",moderate,Rejected
Serodipine86,Antipsychotic,Viral infections,"Nausea,Dry mouth",moderate,Rejected
Cefprofen77,Antipyretic,Pain relief,Headache,mild,Approved
Cefzepam40,Antipsychotic,Bacterial infections,Dizziness,mild,Rejected
Mecozole80,Anti-inflammatory,Inflammation reduction,"Insomnia,Nausea",moderate,Rejected
Daxoprofen19,Antihistamine,Pain relief,"Dizziness,Constipation,Diarrhea",severe,Pending
Zylovir68,Antipyretic,Allergy relief,Blurred vision,severe,Rejected
Amoxzepam66,Antipyretic,Fungal infections,"Dizziness,Insomnia",moderate,Pending
Cefmab35,Antifungal,Psychosis control,"Headache,Dry mouth",moderate,Rejected
Daxocillin76,Antiviral,Depression treatment,Fatigue,severe,Rejected
Daxomab47,Antifungal,Bacterial infections,"Diarrhea,Dizziness",moderate,Pending
Viradipine83,Antifungal,Psychosis control,"Fatigue,Blurred vision",mild,Rejected
Loxoparin53,Antidepressant,Allergy relief,Blurred vision,moderate,Pending
Zylozole55,Antihistamine,Inflammation reduction,"Fatigue,Blurred vision,Constipation",severe,Rejected
Cefdipine66,Anti-inflammatory,Depression treatment,"Nausea,Diarrhea",severe,Pending
Fenodipine59,Vaccine,Fever reduction,"Headache,Diarrhea",severe,Rejected
Loxomab12,Antidepressant,Inflammation reduction,"Nausea,Insomnia",mild,Rejected
Virastatin68,Antiviral,Bacterial infections,"Blurred vision,Diarrhea,Fatigue",moderate,Pending
Viracillin53,Antipsychotic,Depression treatment,"Dizziness,Rash,Fatigue",severe,Rejected
Rivacillin17,Antifungal,Allergy relief,Headache,mild,Rejected
Zyloparin67,Antibiotic,Depression treatment,"Fatigue,Nausea,Diarrhea",mild,Pending
Cefdipine33,Antipsychotic,Pain relief,"Blurred vision,Dizziness",severe,Pending
Daxostatin60,Antipsychotic,Depression treatment,"Dizziness,Nausea",mild,Approved
Seroxetine47,Vaccine,Fungal infections,Fatigue,moderate,Pending
Fenodipine90,Analgesic,Pain relief,"Diarrhea,Headache,Constipation",moderate,Approved
Mecodipine96,Anti-inflammatory,Pain relief,"Blurred vision,Nausea",moderate,Pending
Fenozole12,Antihistamine,Fungal infections,"Headache,Dizziness,Diarrhea",moderate,Rejected
Zylozepam69,Anti-inflammatory,Bacterial infections,"Rash,Nausea",moderate,Rejected
Fenozepam72,Anti-inflammatory,Viral infections,"Fatigue,Rash,Insomnia",mild,Pending
Serostatin49,Antiviral,Bacterial infections,"Rash,Dizziness",mild,Rejected
Mecoparin46,Anti-inflammatory,Fever reduction,Nausea,moderate,Rejected
Fenovir55,Antifungal,Fever reduction,"Nausea,Dry mouth",moderate,Pending
Rivazepam43,Antipyretic,Inflammation reduction,Fatigue,severe,Pending
Daxozepam62,Anti-inflammatory,Inflammation reduction,"Fatigue,Nausea",severe,Rejected
Viradipine30,Vaccine,Prevent infectious disease,"Dry mouth,Insomnia,Diarrhea",moderate,Approved
Zylomab45,Antidepressant,Psychosis control,"Dry mouth,Fatigue,Blurred vision",severe,Pending
Rivavir52,Analgesic,Depression treatment,Headache,moderate,Approved
Zylozole39,Antibiotic,Psychosis control,"Dry mouth,Nausea",mild,Approved
Cefzole24,Antifungal,Inflammation reduction,Diarrhea,mild,Approved
Amoxstatin17,Antihistamine,Inflammation reduction,Nausea,mild,Pending
Daxoxetine56,Antihistamine,Fever reduction,Fatigue,severe,Rejected
Cefcillin92,Antibiotic,Fungal infections,"Rash,Nausea,Fatigue",moderate,Approved
Fenovir28,Antipyretic,Psychosis control,"Blurred vision,Diarrhea",moderate,Approved
Viraxetine19,Antifungal,Prevent infectious disease,Rash,mild,Approved
Amoxvir87,Antidepressant,Pain relief,Dizziness,severe,Rejected
Daxostatin28,Antipsychotic,Fungal infections,"Headache,Insomnia",moderate,Approved
Loxoxetine57,Analgesic,Pain relief,Insomnia,severe,Pending
Cefcillin66,Antidepressant,Viral infections,Blurred vision,severe,Approved
Amoxmab92,Antibiotic,Viral infections,Constipation,severe,Approved
Mecoprofen57,Antihistamine,Prevent infectious disease,Dizziness,severe,Pending
Loxoprofen22,Antifungal,Fever reduction,"Blurred vision,Rash,Dry mouth",moderate,Pending
Rivazepam51,Vaccine,Bacterial infections,Diarrhea,mild,Pending
Cefprofen87,Antifungal,Viral infections,"Dry mouth,Insomnia,Fatigue",severe,Pending
Cefcillin76,Antipsychotic,Fungal infections,"Rash,Diarrhea",mild,Rejected
Viraprofen97,Antibiotic,Inflammation reduction,Insomnia,moderate,Rejected
Rivaprofen26,Antiviral,Prevent infectious disease,"Blurred vision,Rash",severe,Pending
Fenovir13,Antidepressant,Depression treatment,"Dry mouth,Fatigue,Dizziness",severe,Approved
Fenoparin73,Antipyretic,Fever reduction,"Headache,Rash",moderate,Pending
Daxovir25,Antihistamine,Pain relief,Insomnia,mild,Approved
Fenozepam59,Antihistamine,Pain relief,"Fatigue,Nausea,Headache",moderate,Approved
Fenomab98,Antipsychotic,Prevent infectious disease,"Diarrhea,Insomnia,Dry mouth",severe,Pending
Mecoxetine40,Antibiotic,Psychosis control,"Blurred vision,Diarrhea",moderate,Pending
Fenovir47,Antihistamine,Bacterial infections,"Diarrhea,Dizziness,Headache",moderate,Rejected
Zylozepam82,Antibiotic,Fungal infections,"Fatigue,Nausea,Rash",mild,Pending
Amoxdipine16,Antihistamine,Prevent infectious disease,Rash,moderate,Rejected
Rivacillin18,Analgesic,Viral infections,Diarrhea,severe,Approved
Mecoparin60,Antipyretic,Fungal infections,"Fatigue,Rash",moderate,Rejected
Amoxparin58,Antibiotic,Inflammation reduction,Blurred vision,moderate,Pending
Loxovir85,Antidepressant,Prevent infectious disease,Dry mouth,mild,Pending
Fenomab83,Antihistamine,Prevent infectious disease,Insomnia,mild,Approved
Daxodipine62,Vaccine,Psychosis control,"Headache,Insomnia,Constipation",severe,Pending
Mecozole43,Antidepressant,Inflammation reduction,Insomnia,mild,Approved
Daxostatin18,Anti-inflammatory,Psychosis control,Headache,moderate,Approved
Rivaparin13,Antibiotic,Fungal infections,"Fatigue,Dry mouth",mild,Approved
Rivaxetine77,Antidepressant,Pain relief,Constipation,severe,Pending
Zyloxetine98,Antifungal,Depression treatment,"Insomnia,Headache,Dizziness",mild,Rejected
Rivastatin62,Anti-inflammatory,Inflammation reduction,Constipation,moderate,Approved
Rivaxetine11,Antibiotic,Depression treatment,"Diarrhea,Headache",severe,Rejected
Zyloprofen77,Antipsychotic,Prevent infectious disease,"Fatigue,Dry mouth,Rash",moderate,Approved
Rivastatin76,Antidepressant,Inflammation reduction,"Insomnia,Nausea",severe,Rejected
Cefvir57,Analgesic,Fever reduction,"Diarrhea,Dizziness",severe,Approved
Loxocillin32,Antifungal,Prevent infectious disease,"Rash,Dry mouth",mild,Approved
Viraparin98,Antipsychotic,Fungal infections,"Headache,Insomnia,Rash",moderate,Rejected
Daxodipine55,Anti-inflammatory,Fungal infections,"Dry mouth,Headache,Rash",mild,Pending
Loxodipine53,Antiviral,Psychosis control,Dry mouth,severe,Approved
Loxomab10,Antipyretic,Inflammation reduction,Diarrhea,mild,Pending
Zylocillin56,Anti-inflammatory,Viral infections,"Headache,Blurred vision,Dizziness",mild,Approved
Fenoxetine22,Analgesic,Viral infections,"Nausea,Dry mouth",severe,Rejected
Cefvir94,Antipsychotic,Allergy relief,"Fatigue,Diarrhea,Rash",moderate,Approved
Mecoparin96,Antibiotic,Psychosis control,"Dry mouth,Nausea,Headache",moderate,Rejected
Daxodipine26,Antipsychotic,Allergy relief,Headache,moderate,Rejected
Rivastatin10,Antifungal,Prevent infectious disease,"Dry mouth,Rash,Blurred vision",moderate,Pending
Fenozole69,Antifungal,Allergy relief,"Insomnia,Constipation,Nausea",severe,Approved
Amoxzole90,Analgesic,Depression treatment,Headache,severe,Rejected
Fenovir48,Antipsychotic,Prevent infectious disease,"Diarrhea,Blurred vision",moderate,Pending
Zylodipine29,Antihistamine,Fungal infections,"Headache,Diarrhea",moderate,Pending
Fenomab49,Antibiotic,Pain relief,"Insomnia,Dry mouth",moderate,Pending
Amoxvir76,Antiviral,Fever reduction,"Diarrhea,Rash,Constipation",moderate,Approved
Fenoxetine90,Antifungal,Viral infections,"Rash,Headache,Blurred vision",moderate,Pending
Fenozole50,Analgesic,Pain relief,Blurred vision,mild,Rejected
Mecostatin40,Vaccine,Depression treatment,"Dizziness,Constipation",mild,Approved
Viraparin94,Analgesic,Viral infections,"Fatigue,Insomnia,Blurred vision",mild,Rejected
Viradipine57,Antihistamine,Bacterial infections,"Dizziness,Rash",moderate,Rejected
Loxozole77,Antipsychotic,Inflammation reduction,Fatigue,moderate,Rejected
Loxomab17,Vaccine,Inflammation reduction,"Diarrhea,Blurred vision",severe,Approved
Virastatin68,Analgesic,Depression treatment,"Insomnia,Dry mouth,Headache",severe,Approved
Loxozole87,Antidepressant,Inflammation reduction,Blurred vision,mild,Pending
Daxodipine97,Antiviral,Depression treatment,Constipation,moderate,Rejected
Rivamab71,Vaccine,Viral infections,"Insomnia,Dry mouth",mild,Rejected
Rivazole11,Vaccine,Prevent infectious disease,"Insomnia,Dizziness,Blurred vision",moderate,Pending
Amoxzepam43,Anti-inflammatory,Fever reduction,Insomnia,mild,Pending
Mecoxetine73,Antifungal,Viral infections,"Rash,Constipation,Dizziness",severe,Pending
Serozepam55,Anti-inflammatory,Fever reduction,"Rash,Dry mouth",moderate,Pending
Loxozole76,Vaccine,Depression treatment,Blurred vision,mild,Pending
Loxoprofen19,Anti-inflammatory,Psychosis control,Headache,mild,Approved
Daxomab78,Antifungal,Prevent infectious disease,"Constipation,Dry mouth,Insomnia",severe,Approved
Daxoxetine82,Vaccine,Pain relief,"Diarrhea,Constipation",severe,Pending
Daxocillin14,Antipyretic,Allergy relief,"Blurred vision,Headache",mild,Pending
Zylocillin63,Antipsychotic,Bacterial infections,Constipation,moderate,Rejected
Virastatin84,Antidepressant,Inflammation reduction,"Blurred vision,Dry mouth",moderate,Approved
Serovir99,Antifungal,Psychosis control,"Dizziness,Blurred vision",mild,Approved
Mecovir40,Anti-inflammatory,Allergy relief,Fatigue,moderate,Pending
Rivadipine19,Antibiotic,Viral infections,"Rash,Dry mouth,Dizziness",mild,Rejected
Amoxzepam22,Analgesic,Allergy relief,Dry mouth,severe,Pending
Daxozepam62,Antihistamine,Pain relief,"Nausea,Dry mouth,Insomnia",mild,Approved
Daxovir88,Antihistamine,Psychosis control,"Blurred vision,Insomnia",severe,Rejected
Fenocillin72,Antihistamine,Bacterial infections,Blurred vision,moderate,Rejected
Rivacillin98,Antiviral,Psychosis control,Constipation,moderate,Rejected
Cefmab34,Antidepressant,Viral infections,"Headache,Diarrhea,Fatigue",mild,Approved
Cefprofen90,Antipsychotic,Prevent infectious disease,Dry mouth,severe,Pending
Loxoparin17,Antiviral,Bacterial infections,"Fatigue,Blurred vision",mild,Approved
Amoxstatin72,Antidepressant,Allergy relief,"Rash,Diarrhea",severe,Approved
Amoxvir24,Anti-inflammatory,Bacterial infections,"Nausea,Rash",moderate,Approved
Rivaxetine31,Antiviral,Fungal infections,"Headache,Dry mouth",severe,Approved
Serozole56,Antipsychotic,Pain relief,"Rash,Nausea",severe,Pending
Fenozole20,Antifungal,Allergy relief,"Dry mouth,Insomnia,Constipation",severe,Pending
Viravir42,Vaccine,Prevent infectious disease,"Nausea,Blurred vision",moderate,Approved
Daxoprofen83,Analgesic,Fungal infections,Constipation,mild,Approved
Fenozole65,Anti-inflammatory,Depression treatment,"Headache,Dry mouth",moderate,Pending
Amoxzepam47,Vaccine,Depression treatment,Insomnia,mild,Rejected
Rivaprofen69,Analgesic,Prevent infectious disease,"Fatigue,Rash",moderate,Pending
Rivaparin39,Antihistamine,Viral infections,"Diarrhea,Nausea",mild,Rejected
Daxozole15,Antipyretic,Viral infections,Diarrhea,severe,Pending
Virazole38,Anti-inflammatory,Pain relief,"Nausea,Blurred vision,Rash",moderate,Approved
Fenoprofen42,Vaccine,Fever reduction,"Fatigue,Rash,Headache",severe,Approved
Mecomab85,Antiviral,Viral infections,Dizziness,severe,Approved
Serostatin70,Analgesic,Inflammation reduction,"Blurred vision,Constipation,Insomnia",severe,Rejected
Viravir99,Antifungal,Inflammation reduction,Headache,moderate,Approved
Daxomab63,Analgesic,Bacterial infections,"Dizziness,Blurred vision",mild,Pending
Serovir92,Vaccine,Allergy relief,"Insomnia,Diarrhea",moderate,Rejected
Viraparin82,Vaccine,Pain relief,"Dry mouth,Constipation",severe,Approved
Daxocillin84,Anti-inflammatory,Fungal infections,Rash,moderate,Rejected
Cefprofen74,Antidepressant,Pain relief,Rash,moderate,Pending
Virazole97,Antifungal,Fungal infections,"Dizziness,Nausea,Rash",severe,Pending
Serodipine28,Antifungal,Depression treatment,"Nausea,Dry mouth",moderate,Rejected
Loxomab52,Antibiotic,Psychosis control,"Nausea,Fatigue",severe,Rejected
Amoxvir73,Analgesic,Inflammation reduction,"Constipation,Headache,Dizziness",mild,Pending
Amoxzepam75,Antiviral,Depression treatment,"Rash,Diarrhea,Dry mouth",mild,Pending
Loxocillin12,Antiviral,Fungal infections,"Dry mouth,Nausea,Headache",moderate,Rejected
Rivacillin44,Antidepressant,Fever reduction,"Headache,Insomnia,Nausea",mild,Pending
Fenoprofen41,Antipsychotic,Inflammation reduction,Dizziness,moderate,Rejected
Loxodipine66,Anti-inflammatory,Prevent infectious disease,"Headache,Diarrhea,Insomnia",mild,Approved
Rivadipine74,Vaccine,Inflammation reduction,Blurred vision,moderate,Rejected
Virazole83,Antihistamine,Depression treatment,Blurred vision,moderate,Rejected
Virazepam74,Analgesic,Bacterial infections,"Dry mouth,Nausea,Insomnia",moderate,Rejected
Loxoxetine35,Antibiotic,Fever reduction,Constipation,mild,Rejected
Seroprofen86,Antihistamine,Psychosis control,"Dry mouth,Blurred vision",moderate,Rejected
Viraxetine61,Analgesic,Prevent infectious disease,Insomnia,moderate,Approved
Cefstatin50,Antibiotic,Prevent infectious disease,"Constipation,Nausea,Rash",moderate,Approved
Rivavir39,Antipsychotic,Pain relief,Blurred vision,moderate,Pending
Amoxxetine18,Antihistamine,Fungal infections,"Constipation,Diarrhea",severe,Pending
Zylocillin95,Antidepressant,Fever reduction,Rash,moderate,Pending
Serodipine79,Vaccine,Allergy relief,"Dizziness,Blurred vision,Dry mouth",severe,Approved
Cefprofen62,Anti-inflammatory,Psychosis control,"Blurred vision,Dizziness,Headache",moderate,Pending
Daxozole56,Analgesic,Psychosis control,"Blurred vision,Dry mouth,Insomnia",severe,Approved
Serodipine83,Antifungal,Pain relief,"Fatigue,Insomnia,Blurred vision",mild,Pending
Seroparin21,Antihistamine,Fever reduction,Dry mouth,severe,Rejected
Fenoxetine29,Antihistamine,Allergy relief,"Blurred vision,Fatigue,Headache",mild,Pending
Rivavir50,Antifungal,Viral infections,"Blurred vision,Diarrhea,Dizziness",mild,Rejected
Zylozepam22,Antihistamine,Bacterial infections,"Nausea,Diarrhea",severe,Approved
Mecostatin10,Antifungal,Fungal infections,Headache,severe,Pending
Cefstatin50,Antifungal,Psychosis control,"Fatigue,Dizziness",moderate,Pending
Viraprofen40,Antihistamine,Pain relief,Nausea,severe,Approved
Fenoparin31,Antihistamine,Allergy relief,"Dizziness,Dry mouth",moderate,Approved
Serozepam27,Analgesic,Depression treatment,"Dry mouth,Fatigue",severe,Pending
Seroprofen42,Antipyretic,Pain relief,"Nausea,Constipation",moderate,Approved
Fenoparin44,Anti-inflammatory,Pain relief,Fatigue,mild,Pending
Rivamab24,Vaccine,Inflammation reduction,Fatigue,mild,Approved
Zylodipine68,Antihistamine,Psychosis control,"Diarrhea,Fatigue,Blurred vision",mild,Approved
Cefzepam61,Antipsychotic,Prevent infectious disease,"Nausea,Constipation",mild,Rejected
Serozole37,Antipyretic,Pain relief,"Blurred vision,Headache",mild,Rejected
Amoxcillin91,Antibiotic,Inflammation reduction,"Insomnia,Constipation",severe,Approved
Viradipine53,Antipsychotic,Allergy relief,Constipation,moderate,Pending
Serodipine17,Antipyretic,Inflammation reduction,"Dizziness,Fatigue,Headache",severe,Pending
Virazole87,Antibiotic,Viral infections,Insomnia,mild,Pending
Daxoprofen96,Vaccine,Allergy relief,"Constipation,Dry mouth",mild,Approved
Mecomab15,Antibiotic,Psychosis control,"Dry mouth,Dizziness",severe,Rejected
Viradipine36,Analgesic,Fever reduction,"Constipation,Dry mouth,Blurred vision",moderate,Approved
Viraprofen97,Antifungal,Fungal infections,"Diarrhea,Insomnia,Constipation",severe,Rejected
Mecomab61,Antibiotic,Pain relief,"Fatigue,Headache,Constipation",moderate,Approved
Fenocillin92,Anti-inflammatory,Fungal infections,"Headache,Constipation",moderate,Approved
Daxostatin87,Antipsychotic,Psychosis control,"Headache,Fatigue",moderate,Pending
Amoxmab62,Vaccine,Depression treatment,"Diarrhea,Constipation",moderate,Pending
Daxoxetine37,Antipyretic,Psychosis control,Insomnia,moderate,Pending
Viradipine72,Antibiotic,Viral infections,"Dizziness,Rash,Fatigue",severe,Rejected
Mecostatin66,Anti-inflammatory,Prevent infectious disease,"Dry mouth,Insomnia,Headache",severe,Rejected
Mecoparin77,Antiviral,Psychosis control,"Constipation,Headache",mild,Approved
Fenozole11,Antihistamine,Fever reduction,Nausea,moderate,Pending
Cefmab61,Antidepressant,Allergy relief,"Rash,Dry mouth",moderate,Rejected
Daxodipine69,Antifungal,Pain relief,"Headache,Constipation,Rash",moderate,Pending
Loxoparin65,Antidepressant,Fungal infections,"Rash,Fatigue,Insomnia",moderate,Pending
Serozole50,Anti-inflammatory,Bacterial infections,"Rash,Diarrhea",moderate,Pending
Viradipine63,Anti-inflammatory,Allergy relief,"Diarrhea,Constipation",mild,Approved
Amoxxetine55,Vaccine,Psychosis control,"Blurred vision,Insomnia,Headache",severe,Approved
Amoxzole35,Analgesic,Psychosis control,"Constipation,Insomnia,Dry mouth",severe,Pending
Amoxvir66,Antifungal,Bacterial infections,"Dizziness,Headache",mild,Rejected
Seroprofen81,Antipyretic,Fungal infections,"Insomnia,Dizziness,Headache",moderate,Pending
Loxostatin36,Antibiotic,Fungal infections,"Fatigue,Rash,Dizziness",mild,Pending
Serozepam64,Antihistamine,Viral infections,"Nausea,Dry mouth,Diarrhea",severe,Approved
