drug_name,drug_class,indications,side_effects,side_effect_severity,approval_status
Zylodipine73,Antipyretic,Depression treatment,"Blurred vision, Insomnia, Rash",Mild,Approved
Rivaprofen90,Anti-inflammatory,Inflammation reduction,"Constipation, Dry mouth, Fatigue",Moderate,Approved
Cefmab65,Anti-inflammatory,Depression treatment,"Dizziness, Insomnia",Mild,Approved
Cefstatin56,Antibiotic,Fungal infections,Insomnia,Mild,Approved
Rivadipine14,Antifungal,Psychosis control,Dizziness,Moderate,Approved
Amoxcillin24,Antibiotic,Pain relief,"Headache, Constipation, Dizziness",Moderate,Rejected
Daxoxetine24,Antipyretic,Pain relief,"Nausea, Fatigue",Severe,Approved
Amoxxetine51,Antibiotic,Allergy relief,Insomnia,Mild,Rejected
Amoxxetine76,Antibiotic,Allergy relief,"Headache, Fatigue",Moderate,Approved
Seroxetine27,Analgesic,Depression treatment,Dizziness,Mild,Rejected
Amoxzole10,Antipyretic,Allergy relief,"Constipation, Nausea",Severe,Pending
Loxoparin86,Antipsychotic,Allergy relief,"Diarrhea, Dry mouth",Moderate,Rejected
Cefstatin62,Anti-inflammatory,Depression treatment,"Diarrhea, Nausea",Severe,Rejected
Fenozole66,Antipyretic,Inflammation reduction,"Blurred vision, Insomnia, Headache",Mild,Rejected
Rivacillin38,Antihistamine,Pain relief,"Constipation, Headache, Blurred vision",Moderate,Rejected
Zylovir19,Analgesic,Fungal infections,"Nausea, Diarrhea, Rash",Severe,Rejected
Amoxstatin18,Vaccine,Allergy relief,"Blurred vision, Diarrhea, Dry mouth",Moderate,Pending
Seroprofen87,Antibiotic,Fungal infections,"Headache, Nausea",Moderate,Rejected
Rivamab18,Antipsychotic,Pain relief,"Dizziness, Blurred vision, Diarrhea",Severe,Pending
Cefdipine27,Analgesic,Inflammation reduction,"Rash, Nausea",Mild,Approved
Fenozole78,Antiviral,Bacterial infections,Rash,Moderate,Pending
Rivazole38,Anti-inflammatory,Viral infections,"Constipation, Dry mouth, Headache",Moderate,Approved
Amoxcillin20,Analgesic,Allergy relief,Insomnia,Moderate,Approved
Viraprofen22,Antihistamine,Prevent infectious disease,"Fatigue, Insomnia, Rash",Moderate,Rejected
Daxomab31,Analgesic,Bacterial infections,Fatigue,Mild,Approved
Seromab51,Antihistamine,Inflammation reduction,Dizziness,Moderate,Approved
Amoxcillin99,Analgesic,Fungal infections,Fatigue,Mild,Pending
Mecomab93,Antihistamine,Fever reduction,"Constipation, Rash, Dizziness",Severe,Approved
Amoxdipine37,Antipyretic,Fungal infections,Dry mouth,Severe,Rejected
Amoxmab35,Antihistamine,Viral infections,Constipation,Moderate,Pending
Serostatin90,Antidepressant,Prevent infectious disease,"Dry mouth, Fatigue",Severe,Rejected
Mecozole13,Analgesic,Bacterial infections,Nausea,Severe,Approved
Fenocillin12,Antihistamine,Inflammation reduction,"Dry mouth, Headache",Mild,Rejected
Fenodipine50,Antifungal,Bacterial infections,"Fatigue, Diarrhea, Nausea",Moderate,Pending
Rivavir24,Antihistamine,Psychosis control,"Rash, Headache",Severe,Pending
Mecodipine85,Antipyretic,Prevent infectious disease,Diarrhea,Severe,Pending
Rivastatin65,Antihistamine,Psychosis control,"Dizziness, Dry mouth, Insomnia",Mild,Approved
Amoxvir48,Antibiotic,Pain relief,"Nausea, Dizziness",Moderate,Rejected
Serodipine79,Antihistamine,Pain relief,"Constipation, Diarrhea",Moderate,Approved
Amoxzepam42,Antihistamine,Fungal infections,"Rash, Diarrhea, Nausea",Moderate,Approved
Amoxvir11,Analgesic,Prevent infectious disease,"Dry mouth, Constipation, Headache",Moderate,Pending
Fenomab44,Antidepressant,Pain relief,"Insomnia, Constipation, Blurred vision",Moderate,Approved
Loxoparin11,Antiviral,Inflammation reduction,Insomnia,Moderate,Pending
Cefvir19,Analgesic,Allergy relief,Diarrhea,Severe,Pending
Serocillin77,Anti-inflammatory,Allergy relief,"Headache, Constipation",Moderate,Rejected
Virazepam43,Antibiotic,Pain relief,"Dry mouth, Blurred vision",Moderate,Rejected
Fenozole72,Antibiotic,Viral infections,"Constipation, Diarrhea",Severe,Rejected
Fenozepam66,Antibiotic,Psychosis control,"Rash, Headache",Moderate,Rejected
Loxozepam65,Antipsychotic,Depression treatment,"Rash, Dizziness",Mild,Approved
Fenoparin68,Antifungal,Viral infections,Blurred vision,Mild,Approved
Mecoparin51,Antipsychotic,Inflammation reduction,Insomnia,Moderate,Approved
Virazepam54,Anti-inflammatory,Pain relief,"Insomnia, Rash, Headache",Moderate,Approved
Mecocillin38,Antibiotic,Depression treatment,"Rash, Constipation",Mild,Rejected
Serovir13,Antifungal,Fungal infections,"Rash, Dizziness",Severe,Pending
Rivazole17,Analgesic,Inflammation reduction,"Diarrhea, Constipation, Blurred vision",Severe,Rejected
Mecocillin73,Vaccine,Allergy relief,"Headache, Constipation",Severe,Pending
Rivaprofen57,Antiviral,Inflammation reduction,Nausea,Mild,Approved
Mecozole26,Antipsychotic,Inflammation reduction,"Nausea, Diarrhea, Fatigue",Mild,Pending
Mecozole64,Antiviral,Depression treatment,"Nausea, Diarrhea",Severe,Pending
Rivastatin25,Anti-inflammatory,Fungal infections,"Fatigue, Insomnia, Dry mouth",Severe,Approved
Amoxvir17,Antipsychotic,Viral infections,"Rash, Dizziness",Severe,Pending
Zyloxetine60,Vaccine,Viral infections,"Nausea, Diarrhea",Severe,Approved
Amoxzole79,Antipyretic,Fever reduction,Blurred vision,Moderate,Rejected
Seroprofen54,Analgesic,Prevent infectious disease,"Dry mouth, Diarrhea, Constipation",Severe,Rejected
Viradipine27,Antidepressant,Inflammation reduction,Diarrhea,Mild,Approved
Amoxvir90,Antipsychotic,Allergy relief,"Insomnia, Headache",Moderate,Rejected
Serocillin20,Antidepressant,Viral infections,Dry mouth,Mild,Pending
Zylomab78,Antihistamine,Bacterial infections,"Dizziness, Blurred vision, Fatigue",Mild,Rejected
Rivadipine80,Antidepressant,Fungal infections,"Rash, Diarrhea, Fatigue",Moderate,Rejected
Mecomab56,Antidepressant,Prevent infectious disease,"Headache, Rash, Constipation",Severe,Pending
Loxodipine79,Antibiotic,Prevent infectious disease,"Dizziness, Dry mouth",Severe,Rejected
Zylostatin96,Antipyretic,Fungal infections,Headache,Moderate,Pending
Loxoparin38,Antifungal,Depression treatment,Headache,Severe,Pending
Viraparin42,Antipyretic,Bacterial infections,Dizziness,Mild,Pending
Mecoxetine84,Antidepressant,Psychosis control,"Dry mouth, Diarrhea",Severe,Pending
Zylozepam93,Anti-inflammatory,Psychosis control,"Headache, Nausea, Rash",Severe,Pending
Daxozole90,Antifungal,Inflammation reduction,"Insomnia, Dizziness",Severe,Rejected
Mecomab93,Antiviral,Inflammation reduction,"Fatigue, Rash",Moderate,Rejected
Zylozole90,Anti-inflammatory,Fungal infections,"Fatigue, Rash, Dizziness",Moderate,Rejected
Cefmab30,Antipyretic,Psychosis control,Dizziness,Severe,Approved
Fenozepam87,Antihistamine,Pain relief,Insomnia,Mild,Rejected
Serocillin53,Antibiotic,Prevent infectious disease,"Insomnia, Rash, Constipation",Mild,Pending
Daxodipine57,Antipsychotic,Bacterial infections,"Diarrhea, Fatigue",Severe,Pending
Virastatin66,Antidepressant,Inflammation reduction,"Diarrhea, Dizziness, Nausea",Moderate,Approved
Mecostatin24,Antibiotic,Viral infections,"Diarrhea, Constipation",Severe,Rejected
Daxozole69,Antipyretic,Fever reduction,"Rash, Constipation",Severe,Approved
Fenodipine58,Antibiotic,Fungal infections,Insomnia,Moderate,Approved
Daxozole63,Analgesic,Viral infections,"Blurred vision, Dizziness, Diarrhea",Moderate,Pending
Loxomab60,Analgesic,Inflammation reduction,"Insomnia, Nausea",Mild,Rejected
Amoxvir42,Antihistamine,Pain relief,"Blurred vision, Dizziness, Rash",Moderate,Pending
Mecostatin52,Antifungal,Allergy relief,"Dry mouth, Blurred vision",Mild,Approved
Cefprofen77,Anti-inflammatory,Allergy relief,"Diarrhea, Constipation, Rash",Moderate,Rejected
Fenozole21,Antipyretic,Pain relief,"Blurred vision, Constipation, Insomnia",Mild,Rejected
Virastatin87,Antipyretic,Depression treatment,Diarrhea,Severe,Approved
Viradipine12,Anti-inflammatory,Pain relief,"Constipation, Nausea",Mild,Approved
Loxozole27,Analgesic,Prevent infectious disease,"Fatigue, Dizziness",Moderate,Pending
Viradipine98,Antidepressant,Pain relief,"Dizziness, Diarrhea",Mild,Pending
Mecoprofen38,Antiviral,Inflammation reduction,Rash,Severe,Rejected
Loxozole67,Vaccine,Fever reduction,Dizziness,Severe,Pending
Mecostatin80,Antihistamine,Bacterial infections,"Diarrhea, Headache, Nausea",Mild,Approved
Loxodipine37,Antihistamine,Fever reduction,"Headache, Fatigue, Rash",Severe,Rejected
Loxoxetine28,Anti-inflammatory,Bacterial infections,"Blurred vision, Fatigue, Diarrhea",Mild,Pending
Daxozole19,Antipsychotic,Viral infections,"Dry mouth, Fatigue",Moderate,Rejected
Cefstatin99,Vaccine,Bacterial infections,"Headache, Rash",Moderate,Rejected
Zylodipine70,Antihistamine,Depression treatment,Headache,Mild,Rejected
Amoxzole72,Anti-inflammatory,Depression treatment,Fatigue,Mild,Rejected
Zylodipine64,Vaccine,Prevent infectious disease,"Fatigue, Dry mouth",Severe,Rejected
Rivadipine84,Antipsychotic,Depression treatment,"Headache, Dizziness, Blurred vision",Moderate,Approved
Serozole18,Antifungal,Inflammation reduction,Dry mouth,Mild,Approved
Cefmab82,Antipsychotic,Prevent infectious disease,"Headache, Dry mouth, Constipation",Severe,Pending
Viraxetine30,Antiviral,Fever reduction,"Nausea, Constipation",Severe,Approved
Fenovir93,Antihistamine,Bacterial infections,"Dry mouth, Constipation",Moderate,Approved
Cefstatin26,Antipyretic,Psychosis control,Rash,Moderate,Pending
Cefzepam33,Anti-inflammatory,Allergy relief,"Fatigue, Diarrhea",Mild,Approved
Zylostatin37,Anti-inflammatory,Viral infections,Dry mouth,Moderate,Approved
Amoxparin20,Antifungal,Pain relief,"Rash, Nausea",Severe,Pending
Viraprofen98,Antipsychotic,Viral infections,"Insomnia, Nausea, Headache",Severe,Pending
Fenomab34,Antihistamine,Fever reduction,"Nausea, Fatigue, Constipation",Severe,Rejected
Mecozepam22,Antidepressant,Psychosis control,"Nausea, Headache",Moderate,Rejected
Mecoprofen12,Antipyretic,Bacterial infections,"Dry mouth, Headache, Dizziness",Severe,Pending
Rivastatin94,Antipyretic,Depression treatment,"Dry mouth, Diarrhea",Mild,Rejected
Zyloprofen91,Analgesic,Pain relief,"Fatigue, Diarrhea",Severe,Pending
Seroprofen32,Antibiotic,Bacterial infections,Insomnia,Mild,Rejected
Virazepam82,Antipyretic,Inflammation reduction,"Blurred vision, Fatigue",Mild,Pending
Cefzepam39,Antihistamine,Fungal infections,Constipation,Moderate,Approved
Viramab47,Antipsychotic,Allergy relief,"Rash, Fatigue",Severe,Rejected
Serodipine14,Antiviral,Fungal infections,"Blurred vision, Fatigue",Mild,Pending
Daxodipine39,Antiviral,Fungal infections,"Nausea, Dizziness",Moderate,Approved
Zylocillin37,Antidepressant,Psychosis control,Dry mouth,Severe,Pending
Mecovir27,Analgesic,Depression treatment,Blurred vision,Moderate,Pending
Loxoxetine82,Anti-inflammatory,Psychosis control,"Headache, Insomnia, Dizziness",Moderate,Rejected
Daxozole55,Anti-inflammatory,Fever reduction,"Fatigue, Dizziness",Mild,Rejected
Daxoparin16,Antidepressant,Inflammation reduction,"Nausea, Diarrhea, Insomnia",Severe,Rejected
Fenostatin75,Vaccine,Viral infections,Dizziness,Moderate,Pending
Rivastatin63,Vaccine,Pain relief,Fatigue,Mild,Pending
Daxozole29,Anti-inflammatory,Inflammation reduction,"Constipation, Rash",Moderate,Rejected
Rivacillin79,Vaccine,Fever reduction,"Dry mouth, Headache",Mild,Approved
Serozole10,Antifungal,Inflammation reduction,"Insomnia, Constipation",Moderate,Rejected
Serodipine86,Antipsychotic,Viral infections,"Nausea, Dry mouth",Moderate,Rejected
Cefprofen77,Antipyretic,Pain relief,Headache,Mild,Approved
Cefzepam40,Antipsychotic,Bacterial infections,Dizziness,Mild,Rejected
Mecozole80,Anti-inflammatory,Inflammation reduction,"Insomnia, Nausea",Moderate,Rejected
Daxoprofen19,Antihistamine,Pain relief,"Dizziness, Constipation, Diarrhea",Severe,Pending
Zylovir68,Antipyretic,Allergy relief,Blurred vision,Severe,Rejected
Amoxzepam66,Antipyretic,Fungal infections,"Dizziness, Insomnia",Moderate,Pending
Cefmab35,Antifungal,Psychosis control,"Headache, Dry mouth",Moderate,Rejected
Daxocillin76,Antiviral,Depression treatment,Fatigue,Severe,Rejected
Daxomab47,Antifungal,Bacterial infections,"Diarrhea, Dizziness",Moderate,Pending
Viradipine83,Antifungal,Psychosis control,"Fatigue, Blurred vision",Mild,Rejected
Loxoparin53,Antidepressant,Allergy relief,Blurred vision,Moderate,Pending
Zylozole55,Antihistamine,Inflammation reduction,"Fatigue, Blurred vision, Constipation",Severe,Rejected
Cefdipine66,Anti-inflammatory,Depression treatment,"Nausea, Diarrhea",Severe,Pending
Fenodipine59,Vaccine,Fever reduction,"Headache, Diarrhea",Severe,Rejected
Loxomab12,Antidepressant,Inflammation reduction,"Nausea, Insomnia",Mild,Rejected
Virastatin68,Antiviral,Bacterial infections,"Blurred vision, Diarrhea, Fatigue",Moderate,Pending
Viracillin53,Antipsychotic,Depression treatment,"Dizziness, Rash, Fatigue",Severe,Rejected
Rivacillin17,Antifungal,Allergy relief,Headache,Mild,Rejected
Zyloparin67,Antibiotic,Depression treatment,"Fatigue, Nausea, Diarrhea",Mild,Pending
Cefdipine33,Antipsychotic,Pain relief,"Blurred vision, Dizziness",Severe,Pending
Daxostatin60,Antipsychotic,Depression treatment,"Dizziness, Nausea",Mild,Approved
Seroxetine47,Vaccine,Fungal infections,Fatigue,Moderate,Pending
Fenodipine90,Analgesic,Pain relief,"Diarrhea, Headache, Constipation",Moderate,Approved
Mecodipine96,Anti-inflammatory,Pain relief,"Blurred vision, Nausea",Moderate,Pending
Fenozole12,Antihistamine,Fungal infections,"Headache, Dizziness, Diarrhea",Moderate,Rejected
Zylozepam69,Anti-inflammatory,Bacterial infections,"Rash, Nausea",Moderate,Rejected
Fenozepam72,Anti-inflammatory,Viral infections,"Fatigue, Rash, Insomnia",Mild,Pending
Serostatin49,Antiviral,Bacterial infections,"Rash, Dizziness",Mild,Rejected
Mecoparin46,Anti-inflammatory,Fever reduction,Nausea,Moderate,Rejected
Fenovir55,Antifungal,Fever reduction,"Nausea, Dry mouth",Moderate,Pending
Rivazepam43,Antipyretic,Inflammation reduction,Fatigue,Severe,Pending
Daxozepam62,Anti-inflammatory,Inflammation reduction,"Fatigue, Nausea",Severe,Rejected
Viradipine30,Vaccine,Prevent infectious disease,"Dry mouth, Insomnia, Diarrhea",Moderate,Approved
Zylomab45,Antidepressant,Psychosis control,"Dry mouth, Fatigue, Blurred vision",Severe,Pending
Rivavir52,Analgesic,Depression treatment,Headache,Moderate,Approved
Zylozole39,Antibiotic,Psychosis control,"Dry mouth, Nausea",Mild,Approved
Cefzole24,Antifungal,Inflammation reduction,Diarrhea,Mild,Approved
Amoxstatin17,Antihistamine,Inflammation reduction,Nausea,Mild,Pending
Daxoxetine56,Antihistamine,Fever reduction,Fatigue,Severe,Rejected
Cefcillin92,Antibiotic,Fungal infections,"Rash, Nausea, Fatigue",Moderate,Approved
Fenovir28,Antipyretic,Psychosis control,"Blurred vision, Diarrhea",Moderate,Approved
Viraxetine19,Antifungal,Prevent infectious disease,Rash,Mild,Approved
Amoxvir87,Antidepressant,Pain relief,Dizziness,Severe,Rejected
Daxostatin28,Antipsychotic,Fungal infections,"Headache, Insomnia",Moderate,Approved
Loxoxetine57,Analgesic,Pain relief,Insomnia,Severe,Pending
Cefcillin66,Antidepressant,Viral infections,Blurred vision,Severe,Approved
Amoxmab92,Antibiotic,Viral infections,Constipation,Severe,Approved
Mecoprofen57,Antihistamine,Prevent infectious disease,Dizziness,Severe,Pending
Loxoprofen22,Antifungal,Fever reduction,"Blurred vision, Rash, Dry mouth",Moderate,Pending
Rivazepam51,Vaccine,Bacterial infections,Diarrhea,Mild,Pending
Cefprofen87,Antifungal,Viral infections,"Dry mouth, Insomnia, Fatigue",Severe,Pending
Cefcillin76,Antipsychotic,Fungal infections,"Rash, Diarrhea",Mild,Rejected
Viraprofen97,Antibiotic,Inflammation reduction,Insomnia,Moderate,Rejected
Rivaprofen26,Antiviral,Prevent infectious disease,"Blurred vision, Rash",Severe,Pending
Fenovir13,Antidepressant,Depression treatment,"Dry mouth, Fatigue, Dizziness",Severe,Approved
Fenoparin73,Antipyretic,Fever reduction,"Headache, Rash",Moderate,Pending
Daxovir25,Antihistamine,Pain relief,Insomnia,Mild,Approved
Fenozepam59,Antihistamine,Pain relief,"Fatigue, Nausea, Headache",Moderate,Approved
Fenomab98,Antipsychotic,Prevent infectious disease,"Diarrhea, Insomnia, Dry mouth",Severe,Pending
Mecoxetine40,Antibiotic,Psychosis control,"Blurred vision, Diarrhea",Moderate,Pending
Fenovir47,Antihistamine,Bacterial infections,"Diarrhea, Dizziness, Headache",Moderate,Rejected
Zylozepam82,Antibiotic,Fungal infections,"Fatigue, Nausea, Rash",Mild,Pending
Amoxdipine16,Antihistamine,Prevent infectious disease,Rash,Moderate,Rejected
Rivacillin18,Analgesic,Viral infections,Diarrhea,Severe,Approved
Mecoparin60,Antipyretic,Fungal infections,"Fatigue, Rash",Moderate,Rejected
Amoxparin58,Antibiotic,Inflammation reduction,Blurred vision,Moderate,Pending
Loxovir85,Antidepressant,Prevent infectious disease,Dry mouth,Mild,Pending
Fenomab83,Antihistamine,Prevent infectious disease,Insomnia,Mild,Approved
Daxodipine62,Vaccine,Psychosis control,"Headache, Insomnia, Constipation",Severe,Pending
Mecozole43,Antidepressant,Inflammation reduction,Insomnia,Mild,Approved
Daxostatin18,Anti-inflammatory,Psychosis control,Headache,Moderate,Approved
Rivaparin13,Antibiotic,Fungal infections,"Fatigue, Dry mouth",Mild,Approved
Rivaxetine77,Antidepressant,Pain relief,Constipation,Severe,Pending
Zyloxetine98,Antifungal,Depression treatment,"Insomnia, Headache, Dizziness",Mild,Rejected
Rivastatin62,Anti-inflammatory,Inflammation reduction,Constipation,Moderate,Approved
Rivaxetine11,Antibiotic,Depression treatment,"Diarrhea, Headache",Severe,Rejected
Zyloprofen77,Antipsychotic,Prevent infectious disease,"Fatigue, Dry mouth, Rash",Moderate,Approved
Rivastatin76,Antidepressant,Inflammation reduction,"Insomnia, Nausea",Severe,Rejected
Cefvir57,Analgesic,Fever reduction,"Diarrhea, Dizziness",Severe,Approved
Loxocillin32,Antifungal,Prevent infectious disease,"Rash, Dry mouth",Mild,Approved
Viraparin98,Antipsychotic,Fungal infections,"Headache, Insomnia, Rash",Moderate,Rejected
Daxodipine55,Anti-inflammatory,Fungal infections,"Dry mouth, Headache, Rash",Mild,Pending
Loxodipine53,Antiviral,Psychosis control,Dry mouth,Severe,Approved
Loxomab10,Antipyretic,Inflammation reduction,Diarrhea,Mild,Pending
Zylocillin56,Anti-inflammatory,Viral infections,"Headache, Blurred vision, Dizziness",Mild,Approved
Fenoxetine22,Analgesic,Viral infections,"Nausea, Dry mouth",Severe,Rejected
Cefvir94,Antipsychotic,Allergy relief,"Fatigue, Diarrhea, Rash",Moderate,Approved
Mecoparin96,Antibiotic,Psychosis control,"Dry mouth, Nausea, Headache",Moderate,Rejected
Daxodipine26,Antipsychotic,Allergy relief,Headache,Moderate,Rejected
Rivastatin10,Antifungal,Prevent infectious disease,"Dry mouth, Rash, Blurred vision",Moderate,Pending
Fenozole69,Antifungal,Allergy relief,"Insomnia, Constipation, Nausea",Severe,Approved
Amoxzole90,Analgesic,Depression treatment,Headache,Severe,Rejected
Fenovir48,Antipsychotic,Prevent infectious disease,"Diarrhea, Blurred vision",Moderate,Pending
Zylodipine29,Antihistamine,Fungal infections,"Headache, Diarrhea",Moderate,Pending
Fenomab49,Antibiotic,Pain relief,"Insomnia, Dry mouth",Moderate,Pending
Amoxvir76,Antiviral,Fever reduction,"Diarrhea, Rash, Constipation",Moderate,Approved
Fenoxetine90,Antifungal,Viral infections,"Rash, Headache, Blurred vision",Moderate,Pending
Fenozole50,Analgesic,Pain relief,Blurred vision,Mild,Rejected
Mecostatin40,Vaccine,Depression treatment,"Dizziness, Constipation",Mild,Approved
Viraparin94,Analgesic,Viral infections,"Fatigue, Insomnia, Blurred vision",Mild,Rejected
Viradipine57,Antihistamine,Bacterial infections,"Dizziness, Rash",Moderate,Rejected
Loxozole77,Antipsychotic,Inflammation reduction,Fatigue,Moderate,Rejected
Loxomab17,Vaccine,Inflammation reduction,"Diarrhea, Blurred vision",Severe,Approved
Virastatin68,Analgesic,Depression treatment,"Insomnia, Dry mouth, Headache",Severe,Approved
Loxozole87,Antidepressant,Inflammation reduction,Blurred vision,Mild,Pending
Daxodipine97,Antiviral,Depression treatment,Constipation,Moderate,Rejected
Rivamab71,Vaccine,Viral infections,"Insomnia, Dry mouth",Mild,Rejected
Rivazole11,Vaccine,Prevent infectious disease,"Insomnia, Dizziness, Blurred vision",Moderate,Pending
Amoxzepam43,Anti-inflammatory,Fever reduction,Insomnia,Mild,Pending
Mecoxetine73,Antifungal,Viral infections,"Rash, Constipation, Dizziness",Severe,Pending
Serozepam55,Anti-inflammatory,Fever reduction,"Rash, Dry mouth",Moderate,Pending
Loxozole76,Vaccine,Depression treatment,Blurred vision,Mild,Pending
Loxoprofen19,Anti-inflammatory,Psychosis control,Headache,Mild,Approved
Daxomab78,Antifungal,Prevent infectious disease,"Constipation, Dry mouth, Insomnia",Severe,Approved
Daxoxetine82,Vaccine,Pain relief,"Diarrhea, Constipation",Severe,Pending
Daxocillin14,Antipyretic,Allergy relief,"Blurred vision, Headache",Mild,Pending
Zylocillin63,Antipsychotic,Bacterial infections,Constipation,Moderate,Rejected
Virastatin84,Antidepressant,Inflammation reduction,"Blurred vision, Dry mouth",Moderate,Approved
Serovir99,Antifungal,Psychosis control,"Dizziness, Blurred vision",Mild,Approved
Mecovir40,Anti-inflammatory,Allergy relief,Fatigue,Moderate,Pending
Rivadipine19,Antibiotic,Viral infections,"Rash, Dry mouth, Dizziness",Mild,Rejected
Amoxzepam22,Analgesic,Allergy relief,Dry mouth,Severe,Pending
Daxozepam62,Antihistamine,Pain relief,"Nausea, Dry mouth, Insomnia",Mild,Approved
Daxovir88,Antihistamine,Psychosis control,"Blurred vision, Insomnia",Severe,Rejected
Fenocillin72,Antihistamine,Bacterial infections,Blurred vision,Moderate,Rejected
Rivacillin98,Antiviral,Psychosis control,Constipation,Moderate,Rejected
Cefmab34,Antidepressant,Viral infections,"Headache, Diarrhea, Fatigue",Mild,Approved
Cefprofen90,Antipsychotic,Prevent infectious disease,Dry mouth,Severe,Pending
Loxoparin17,Antiviral,Bacterial infections,"Fatigue, Blurred vision",Mild,Approved
Amoxstatin72,Antidepressant,Allergy relief,"Rash, Diarrhea",Severe,Approved
Amoxvir24,Anti-inflammatory,Bacterial infections,"Nausea, Rash",Moderate,Approved
Rivaxetine31,Antiviral,Fungal infections,"Headache, Dry mouth",Severe,Approved
Serozole56,Antipsychotic,Pain relief,"Rash, Nausea",Severe,Pending
Fenozole20,Antifungal,Allergy relief,"Dry mouth, Insomnia, Constipation",Severe,Pending
Viravir42,Vaccine,Prevent infectious disease,"Nausea, Blurred vision",Moderate,Approved
Daxoprofen83,Analgesic,Fungal infections,Constipation,Mild,Approved
Fenozole65,Anti-inflammatory,Depression treatment,"Headache, Dry mouth",Moderate,Pending
Amoxzepam47,Vaccine,Depression treatment,Insomnia,Mild,Rejected
Rivaprofen69,Analgesic,Prevent infectious disease,"Fatigue, Rash",Moderate,Pending
Rivaparin39,Antihistamine,Viral infections,"Diarrhea, Nausea",Mild,Rejected
Daxozole15,Antipyretic,Viral infections,Diarrhea,Severe,Pending
Virazole38,Anti-inflammatory,Pain relief,"Nausea, Blurred vision, Rash",Moderate,Approved
Fenoprofen42,Vaccine,Fever reduction,"Fatigue, Rash, Headache",Severe,Approved
Mecomab85,Antiviral,Viral infections,Dizziness,Severe,Approved
Serostatin70,Analgesic,Inflammation reduction,"Blurred vision, Constipation, Insomnia",Severe,Rejected
Viravir99,Antifungal,Inflammation reduction,Headache,Moderate,Approved
Daxomab63,Analgesic,Bacterial infections,"Dizziness, Blurred vision",Mild,Pending
Serovir92,Vaccine,Allergy relief,"Insomnia, Diarrhea",Moderate,Rejected
Viraparin82,Vaccine,Pain relief,"Dry mouth, Constipation",Severe,Approved
Daxocillin84,Anti-inflammatory,Fungal infections,Rash,Moderate,Rejected
Cefprofen74,Antidepressant,Pain relief,Rash,Moderate,Pending
Virazole97,Antifungal,Fungal infections,"Dizziness, Nausea, Rash",Severe,Pending
Serodipine28,Antifungal,Depression treatment,"Nausea, Dry mouth",Moderate,Rejected
Loxomab52,Antibiotic,Psychosis control,"Nausea, Fatigue",Severe,Rejected
Amoxvir73,Analgesic,Inflammation reduction,"Constipation, Headache, Dizziness",Mild,Pending
Amoxzepam75,Antiviral,Depression treatment,"Rash, Diarrhea, Dry mouth",Mild,Pending
Loxocillin12,Antiviral,Fungal infections,"Dry mouth, Nausea, Headache",Moderate,Rejected
Rivacillin44,Antidepressant,Fever reduction,"Headache, Insomnia, Nausea",Mild,Pending
Fenoprofen41,Antipsychotic,Inflammation reduction,Dizziness,Moderate,Rejected
Loxodipine66,Anti-inflammatory,Prevent infectious disease,"Headache, Diarrhea, Insomnia",Mild,Approved
Rivadipine74,Vaccine,Inflammation reduction,Blurred vision,Moderate,Rejected
Virazole83,Antihistamine,Depression treatment,Blurred vision,Moderate,Rejected
Virazepam74,Analgesic,Bacterial infections,"Dry mouth, Nausea, Insomnia",Moderate,Rejected
Loxoxetine35,Antibiotic,Fever reduction,Constipation,Mild,Rejected
Seroprofen86,Antihistamine,Psychosis control,"Dry mouth, Blurred vision",Moderate,Rejected
Viraxetine61,Analgesic,Prevent infectious disease,Insomnia,Moderate,Approved
Cefstatin50,Antibiotic,Prevent infectious disease,"Constipation, Nausea, Rash",Moderate,Approved
Rivavir39,Antipsychotic,Pain relief,Blurred vision,Moderate,Pending
Amoxxetine18,Antihistamine,Fungal infections,"Constipation, Diarrhea",Severe,Pending
Zylocillin95,Antidepressant,Fever reduction,Rash,Moderate,Pending
Serodipine79,Vaccine,Allergy relief,"Dizziness, Blurred vision, Dry mouth",Severe,Approved
Cefprofen62,Anti-inflammatory,Psychosis control,"Blurred vision, Dizziness, Headache",Moderate,Pending
Daxozole56,Analgesic,Psychosis control,"Blurred vision, Dry mouth, Insomnia",Severe,Approved
Serodipine83,Antifungal,Pain relief,"Fatigue, Insomnia, Blurred vision",Mild,Pending
Seroparin21,Antihistamine,Fever reduction,Dry mouth,Severe,Rejected
Fenoxetine29,Antihistamine,Allergy relief,"Blurred vision, Fatigue, Headache",Mild,Pending
Rivavir50,Antifungal,Viral infections,"Blurred vision, Diarrhea, Dizziness",Mild,Rejected
Zylozepam22,Antihistamine,Bacterial infections,"Nausea, Diarrhea",Severe,Approved
Mecostatin10,Antifungal,Fungal infections,Headache,Severe,Pending
Cefstatin50,Antifungal,Psychosis control,"Fatigue, Dizziness",Moderate,Pending
Viraprofen40,Antihistamine,Pain relief,Nausea,Severe,Approved
Fenoparin31,Antihistamine,Allergy relief,"Dizziness, Dry mouth",Moderate,Approved
Serozepam27,Analgesic,Depression treatment,"Dry mouth, Fatigue",Severe,Pending
Seroprofen42,Antipyretic,Pain relief,"Nausea, Constipation",Moderate,Approved
Fenoparin44,Anti-inflammatory,Pain relief,Fatigue,Mild,Pending
Rivamab24,Vaccine,Inflammation reduction,Fatigue,Mild,Approved
